#Date_Time;Ladespannung;MaxLadespannung;MinLadespannung
24.07.2023 23:08:29;1,9536019536;9,9047619048;0,083028083
24.07.2023 23:08:30;1,7387057387;9,9047619048;0,083028083
24.07.2023 23:08:31;0,6691086691;9,9047619048;0,083028083
24.07.2023 23:08:32;0,5616605617;9,9047619048;0,083028083
24.07.2023 23:08:34;0,1465201465;9,9047619048;0,083028083
24.07.2023 23:08:34;0,2002442002;9,9047619048;0,083028083
24.07.2023 23:08:36;0,4835164835;9,9047619048;0,0732600733
24.07.2023 23:08:36;0,4395604396;9,9047619048;0,0732600733
24.07.2023 23:08:38;1,514041514;9,9047619048;0,0732600733
24.07.2023 23:08:38;1,5677655678;9,9047619048;0,0732600733
24.07.2023 23:08:40;3,115995116;9,9047619048;0,0732600733
24.07.2023 23:08:40;3,1892551893;9,9047619048;0,0732600733
24.07.2023 23:08:42;5,010989011;9,9047619048;0,0732600733
24.07.2023 23:08:42;5,2356532357;9,9047619048;0,0732600733
24.07.2023 23:08:44;7,0085470085;9,9047619048;0,0732600733
24.07.2023 23:08:44;7,0525030525;9,9047619048;0,0732600733
24.07.2023 23:08:46;8,6007326007;9,9047619048;0,0732600733
24.07.2023 23:08:46;8,7081807082;9,9047619048;0,0732600733
24.07.2023 23:08:48;9,557997558;9,9047619048;0,0732600733
24.07.2023 23:08:48;9,6068376068;9,9047619048;0,0732600733
24.07.2023 23:08:50;9,8461538462;9,9194139194;0,0732600733
24.07.2023 23:08:50;9,768009768;9,9194139194;0,0732600733
24.07.2023 23:08:52;9,2893772894;9,9194139194;0,0732600733
24.07.2023 23:08:52;9,2307692308;9,9194139194;0,0732600733
24.07.2023 23:08:54;7,9951159951;9,9194139194;0,0732600733
24.07.2023 23:08:54;7,9365079365;9,9194139194;0,0732600733
24.07.2023 23:08:56;6,2954822955;9,9194139194;0,0732600733
24.07.2023 23:08:56;6,0805860806;9,9194139194;0,0732600733
24.07.2023 23:08:58;4,3076923077;9,9194139194;0,0732600733
24.07.2023 23:08:58;4,0781440781;9,9194139194;0,0732600733
24.07.2023 23:09:00;2,4175824176;9,9194139194;0,0732600733
24.07.2023 23:09:00;2,315018315;9,9194139194;0,0732600733
24.07.2023 23:09:02;0,9768009768;9,9194139194;0,0732600733
24.07.2023 23:09:02;0,9181929182;9,9194139194;0,0732600733
24.07.2023 23:09:04;0,293040293;9,9194139194;0,0732600733
24.07.2023 23:09:04;0,2490842491;9,9194139194;0,0732600733
24.07.2023 23:09:06;0,2979242979;9,9194139194;0,0732600733
24.07.2023 23:09:06;0,3321123321;9,9194139194;0,0732600733
24.07.2023 23:09:08;1,1233211233;9,9194139194;0,0732600733
24.07.2023 23:09:08;1,1135531136;9,9194139194;0,0732600733
24.07.2023 23:09:10;2,5103785104;9,9194139194;0,0732600733
24.07.2023 23:09:10;2,7594627595;9,9194139194;0,0732600733
24.07.2023 23:09:12;4,4932844933;9,9194139194;0,0732600733
24.07.2023 23:09:12;4,547008547;9,9194139194;0,0732600733
24.07.2023 23:09:14;6,4664224664;9,9194139194;0,0732600733
24.07.2023 23:09:14;6,6324786325;9,9194139194;0,0732600733
24.07.2023 23:09:16;8,1074481074;9,9194139194;0,0732600733
24.07.2023 23:09:16;8,2588522589;9,9194139194;0,0732600733
24.07.2023 23:09:18;9,4065934066;9,9194139194;0,0732600733
24.07.2023 23:09:18;9,4505494505;9,9194139194;0,0732600733
24.07.2023 23:09:20;9,7875457875;9,9194139194;0,0732600733
24.07.2023 23:09:20;9,7924297924;9,9194139194;0,0732600733
24.07.2023 23:09:22;9,5189255189;9,9194139194;0,0732600733
24.07.2023 23:09:22;9,514041514;9,9194139194;0,0732600733
24.07.2023 23:09:24;8,4493284493;9,9194139194;0,0732600733
24.07.2023 23:09:24;8,4444444444;9,9194139194;0,0732600733
24.07.2023 23:09:26;6,8522588523;9,9194139194;0,0732600733
24.07.2023 23:09:26;6,8131868132;9,9194139194;0,0732600733
24.07.2023 23:09:28;5,0500610501;9,9194139194;0,0732600733
24.07.2023 23:09:28;4,8253968254;9,9194139194;0,0732600733
24.07.2023 23:09:30;3,0427350427;9,9194139194;0,0732600733
24.07.2023 23:09:30;2,8913308913;9,9194139194;0,0732600733
